Material,Total Qty
20064606,4
20064609,1
20064610,2
20064611,18
20064611,16
20064611,1
20064612,1
20064614,81
20064616,1
20064619,4
20064621,2
20064622,2
20064623,10
20064624,2
20064624,1
20064626,2
20064629,3
20064630,1
20064631,2
20064633,1
20064638,1
20064639,1
20064640,3
20064642,1
20064643,2
20064646,1
20064647,16
20064649,3
20064650,1
20064654,2
20064657,3
20064659,1
20064661,1
20064662,3
20064663,1
20064665,2
20064673,6
20064674,6
20064676,10
20064678,1
20064684,1
20064686,3
20064688,1
20064689,1
20064691,1
20064692,2
20064701,1
20064701,1
20064702,1
20064704,2
20064705,1
20064706,1
20064709,1
20064711,1
20064716,2
20064719,1
20064719,1
20064720,1
20064727,1
20064729,1
20064733,1
20064743,2
20064746,3
20064750,2
20064752,2
20064753,2
20064754,1
20064756,1
20064758,1
20064763,2
20064764,3
20064767,1
20064771,5
20064773,1
20064776,3
20064776,1
20064785,1
20064785,1
20064789,4
20064790,15
20064790,5
20064791,1
20064792,2
20064792,1
20064795,2
20064795,1
20064801,3
20064802,1
20064806,7
20064809,5
20064811,2
20064811,1
20064813,4
20064813,2
20064817,35
20064823,4
20064825,4
20064826,1
20064828,1
20064828,2
20064830,4
20064838,10
20064841,19
20064843,5
20064844,8
20064855,4
20064859,6
20064864,3
20064869,1
20064872,4
20064873,2
20064873,1
20064874,5
20064877,2
20064878,1
20064884,1
20064886,1
20064891,3
20064891,1
20064891,4
20064892,1
20064895,2
20064899,1
20064901,2
20064903,3
20064906,5
20064907,8
20064909,3
20064909,1
20064910,4
20064911,6
20064912,1
20064913,1
20064914,2
20064918,1
20064927,1
20064934,2
20064937,2
20064940,1
20064948,2
20064950,2
20064954,1
20064959,3
20064964,6
20064974,2
20064975,3
20064976,2
20064977,3
20064982,2
20064983,3
20064987,9
20064993,5
20064996,1
20065000,1
20065005,1
20065006,6
20065018,9
20065019,55
20065022,1
20065025,6
20065027,1
20065027,7
20065030,1
20065032,1
20065043,4
20065046,1
20065054,51
20065057,1
20065062,2
20065062,2
20065064,1
20065073,2
20065076,13
20065078,3
20065079,12
20065080,1
20065081,1
20065082,5
20065083,5
20065086,2
20065088,13
20065089,16
20065094,1
20065095,1
20065097,1
20065100,4
20065102,1
20065103,2
20065107,2
20065108,7
20065108,2
20065109,1
20065117,1
20065118,1
20065119,1
20065124,4
20065125,2
20065128,1
20065140,2
20065143,1
20065150,2
20065156,2
20065168,20
20065168,8
20065172,1
20065173,1
20065174,1
20065175,6
20065176,1
20065181,1
20065182,1
20065184,1
20065187,4
20065189,2
20065189,19
20065189,24
20065198,2
20065200,1
20065204,8
20065204,1
20065204,4
20065206,6
20065211,3
20065212,1
20065215,1
20065217,3
20065220,5
20065220,24
20065220,1
20065221,9
20065221,10
20065221,3
20065223,1
20065225,7
20065226,2
20065227,3
20065234,1
20065239,13
20065239,1
20065243,1
20065250,1
20065259,1
20065261,1
20065262,3
20065271,2
20065273,1
20065276,6
20065278,2
20065279,1
20065282,1
20065282,8
20065285,3
20065296,7
20065297,13
20065297,11
20065298,2
20065298,2
20065299,2
20065299,1
20065305,2
20065309,1
20065314,1
20065315,3
20065315,1
20065316,3
20065316,2
20065320,3
20065321,3
20065323,3
20065323,8
20065330,1
20065391,1
20065392,2
20065536,1
20065538,3
20065551,1
20065557,1
20065562,1
20065572,1
20065574,1
20065600,1
20065602,1
20065607,2
20065626,2
20065627,2
20065635,1
20065640,1
20065668,2
20066566,1
20066571,1
20066643,1
20066712,1
20066736,2
20066736,1
20066757,1
20066757,1
20066766,1
20066788,1
20066900,1
20066927,1
20066931,1
20066940,1
20066940,1
20067011,1
20067015,1
20067016,1
20067043,1
20067044,1
20067062,1
20067082,2
20067127,2
20067128,1
20067130,1
20067143,1
20067163,1
20067238,2
20067244,3
20067249,3
20067319,1
20067407,6
20067408,8
20067412,1
20067412,2
20067413,1
20067413,2
20067417,1
20067420,3
20067420,2
20067426,1
20067427,2
20067443,1
20067448,1
20067449,1
20067460,2
20067462,1
20067463,1
20067464,1
20067465,1
20067466,1
20067486,1
20067487,3
20067488,3
20067489,6
20067490,6
20067491,2
20067493,4
20067494,2
20067524,2
20067595,1
20067628,12
20067635,1
20067722,1
20067723,1
20067727,16
20067729,3
20067732,1
20067733,1
20067734,2
20067737,10
20067738,1
20067739,7
20067739,15
20067739,72
20067744,32
20067747,80
20067749,9
20067750,10
20067751,10
20067752,10
20067753,5
20067755,4
20067756,1
20067756,38
20067757,2
20067757,40
20067757,1
20067759,22
20067762,2
20067763,5
20067763,1
20067764,1
20067764,2
20067765,5
20067765,1
20067766,6
20067767,4
20067767,21
20067767,23
20067768,8
20067768,18
20067768,22
20067769,24
20067770,2
20067771,1
20067772,171
20067773,6
20067773,5
20067773,59
20067773,59
20067774,38
20067774,30
20067774,1
20067780,2
20067782,6
20067793,1
20067799,1
20067813,1
20067815,3
20067818,4
20067835,"3,810"
20067836,"3,810"
20067837,"3,950"
20067838,"3,800"
20067839,"7,750"
20067848,2
20067849,1
20067864,1
20068980,8
20068981,8
20069377,2
20069437,4
20069472,1
20069481,2
20069504,1
20069526,2
20069527,1
20069528,2
20069529,2
20069611,1
20069612,1
20069613,1
20069614,1
20069615,1
20069616,1
20069744,2
20069791,2
20070695,2
20070711,4
20070839,3
20070841,10
20070842,4
20070843,2
20070856,4
20070860,2
20070864,2
20070898,1
20070899,1
20070976,2
20070977,2
20070979,4
20070980,2
20070983,4
20070984,6
20070994,4
20071033,1
20071411,1
20071446,8
20071592,2
20071593,2
20071599,2
20071622,1
20071686,2
20071722,2
20071723,2
20071725,2
20071726,1
20071727,1
20071728,4
20071729,4
20071730,2
20071731,2
20071732,1
20071733,1
20071734,2
20071737,1
20071745,4
20071748,2
20071750,1
20071751,1
20071752,1
20071778,6
20071859,1
20071859,2
20071922,1
20071931,1
20071938,1
20071940,1
20072561,1
20072595,6
20072608,3
20072622,3
20072626,13
20072630,1
20072631,1
20072636,1
20072641,8
20072658,1
20072669,1
20072678,3
20072897,2
20072950,6
20073052,1
20073063,2
20073322,2
20073326,4
20073345,3
20073346,1
20073347,2
20073387,2
20073432,1
20073446,1
20073447,1
20073448,1
20073528,3
20073544,4
20073662,1
20074022,2
20074026,1
20074064,2
20074065,1
20074120,1
20074121,1
20074138,2
20074139,2
20074149,4
20074152,2
20074153,2
20074172,2
20074220,1
20074309,4
20074541,4
20074865,1
20074958,2
20075017,1
20075036,1
20075045,4
20075069,2
20075098,2
20075128,2
20075152,2
20075221,6
20075271,2
20075273,3
20075274,1
20075275,1
20075303,1
20075304,1
20075360,1
20075361,1
20075362,1
20075436,2
20075437,2
20075438,1
20075440,2
20075456,36
20075494,2
20075497,1
20075530,1
20075531,1
20075539,3
20075540,3
20075566,2
20075578,10
20075596,2
20075610,1
20075613,3
20075654,12
20075702,4
20075755,1
20075759,24
20075775,5
20076154,2
20076320,4
20076335,1
20076341,2
20076879,1
20076892,1
20076893,1
20076899,2
20077296,4
20077299,2
20077306,2
20077315,1
20077321,3
20077410,2
20077422,1
20077423,2
20077424,1
20077425,1
20077441,2
20077463,2
20077686,5
20077980,12
20078062,1
20078414,2
20078466,1
20078539,1
20078540,1
20078548,1
20078549,1
20078570,1
20078573,1
20078582,3
20078590,1
20078619,1
20078620,1
20078628,2
20078629,2
20078632,7
20078673,4
20078731,2
20078778,1
20078816,2
20078841,2
20078894,3
20078919,1
20078924,6
20078982,1
20078988,4
20078992,1
20079003,1
20079025,1
20079038,4
20079043,1
20079056,1
20079071,1
20079086,1
20079087,1
20079088,1
20079093,1
20079094,1
20079099,1
20079109,2
20079119,1
20079123,1
20079132,1
20079133,1
20079149,1
20079150,1
20079165,3
20079175,1
20079176,2
20079214,1
20079215,1
20079219,1
20079224,2
20079243,1
20079244,3
20079253,2
20079263,2
20079265,1
20079275,2
20079276,2
20079283,1
20079284,1
20079287,2
20079288,2
20079307,2
20079329,1
20079346,5
20079356,43
20079451,1
20079458,1
20079561,4
20079803,3
20079804,4
20079809,1
20079826,6
20079830,1
20079837,2
20079838,9
20079839,1
20079845,1
20079847,2
20079852,1
20079852,15
20080067,3
20080070,4
20080078,4
20080087,1
20080096,1
20080100,1
20080101,4
20080154,2
20080158,2
20080159,2
20080190,1
20080191,1
20080223,1
20080230,2
20080231,1
20080257,17
20080258,17
20080304,2
20080305,2
20080306,8
20080442,1
20080445,5
20080698,1
20080714,1
20080717,1
20080718,1
20080721,2
20080724,1
20080725,2
20080822,1
20080897,1
20080903,1
20080904,1
20080914,1
20080919,1
20080921,1
20080927,1
20080928,1
20080934,1
20081159,4
20081275,4
20081302,2
20081306,1
20081315,2
20081317,2
20081319,4
20081432,8
20081494,3
20081531,1
20081535,1
20081547,2
20081551,5
20081568,4
20081569,2
20081576,2
20081716,6
20082186,3
20082256,2
20082257,2
20082262,6
20082268,1
20082291,4
20082292,3
20082326,1
20082334,2
20082350,1
20082368,4
20082416,1
20082417,1
20082423,5
20082466,1
20082467,1
20082473,5
20082485,4
20082499,2
20082501,5
20082629,16
20082685,8
20082687,2
20082698,17
20082699,4
20082706,8
20082715,15
20082723,4
20082746,2
20082748,2
20082749,2
20082752,6
20082768,1
20082771,4
20082778,3
20082934,2
20082937,2
20082982,1
20082987,1
20083105,10
20083214,4
20083216,4
20083227,24
20083228,32
20083231,1
20083232,12
20083233,74
20083234,34
20083235,13
20083236,16
20083237,7
20083238,2
20083246,62
20083247,17
20083249,38
20083250,27
20083252,32
20083267,8
20083272,4
20083308,20
20083459,2
20083471,1
20083571,2
20083593,1
20083596,2
20083732,1
20084896,2
20085189,1
20085230,1
20085462,2
20085646,2
20085661,1
20085662,1
20085690,2
20085703,1
20085710,1
20085719,10
20085723,9
20085739,1
20085749,1
20085761,1
20085790,1
20085803,2
20085836,3
20085837,1
20085851,1
20085878,1
20085934,1
20085935,1
20085946,1
20085981,1
20085982,1
20085983,1
20085988,1
20086002,2
20086004,1
20086162,1
20086176,1
20086185,1
20086186,1
20086189,1
20086190,2
20086191,1
20086229,1
20086279,1
20086297,1
20086320,1
20086321,1
20086334,4
20086367,1
20086368,1
20086372,1
20086374,1
20086379,1
20086431,1
20086436,1
20086453,1
20086454,1
20086455,1
20086459,1
20086460,1
20086460,2
20086478,1
20086547,2
20086548,2
20086590,1
20086601,2
20086602,2
20086603,2
20086604,2
20086631,2
20086632,2
20086645,2
20086646,2
20086660,2
20086692,1
20086699,1
20086700,2
20087059,20
20087132,4
20087305,4
20087363,4
20087394,1
20087430,2
20087468,1
20087473,3
20087474,2
20087475,2
20087476,2
20087476,1
20087477,2
20087477,2
20087478,6
20087479,2
20087479,4
20087511,2
20087512,6
20087512,4
20087559,1
20087560,1
20087562,2
20087563,1
20087564,1
20087567,1
20087640,4
20087641,4
20087683,2
20087684,2
20087689,3
20087713,1
20087714,1
20087716,4
20087798,4
20088070,1
20088091,2
20088095,1
20088124,1
20088129,1
20088134,1
20088136,4
20088138,1
20088139,1
20088142,1
20088143,1
20088145,2
20088167,2
20088168,1
20088169,1
20088170,1
20088176,3
20088200,1
20088205,1
20088213,1
20088406,3
20088408,2
20088411,2
20088423,2
20088451,2
20088596,4
20088597,4
20088600,2
20088621,2
20088924,4
20088931,2
20088946,54
20088962,3
20088972,4
20088991,4
20089010,1
20089012,3
20089013,1
20089050,2
20089053,2
20089749,8
20089835,2
20089872,4
20089909,1
20089971,2
20089972,4
20089990,1
20090009,2
20090012,2
20090013,2
20090037,1
20090052,6
20090103,2
20090112,1
20090113,1
20090132,1
20090133,1
20090134,1
20090148,8
20090149,4
20090150,4
20090151,3
20090156,2
20090192,4
20090192,10
20090205,4
20090222,1
20090223,1
20090244,4
20090252,2
20090262,4
20090285,1
20090294,4
20090331,15
20090450,8
20090451,4
20090460,1
20090889,1
20090916,1
20090917,1
20090920,1
20090923,2
20090932,4
20090963,4
20090967,5
20090976,1
20090991,1
20091007,1
20091034,4
20091039,1
20091039,14
20091240,1
20091261,1
20091262,1
20091314,21
20091341,3
20091344,1
20091349,7
20091350,2
20091358,4
20091360,1
20091368,11
20091369,4
20091378,1
20091411,1
20091415,10
20091455,23
20091461,3
20091511,2
20091559,3
20091560,2
20091571,2
20091572,1
20091577,6
20091584,2
20091599,5
20091611,3
20091634,3
20091636,10
20091637,1
20091638,8
20091639,3
20091640,1
20091641,1
20091647,1
20091651,2
20091666,1
20091669,5
20091669,5
20091677,1
20091678,1
20091679,1
20091694,1
20091697,1
20091750,3
20091755,4
20091756,1
20091757,1
20091904,66
20091947,1
20091949,12
20091973,42
20092006,104
20092154,6
20092159,2
20092161,2
20092163,2
20092168,2
20092191,1
20092202,67
20092222,2
20092235,8
20092246,4
20092260,8
20092283,10
20092286,2
20092287,4
20092292,4
20092294,1
20092316,1
20092329,1
20092337,4
20092348,2
20092353,1
20092389,22
20092391,2
20092392,11
20092400,12
20092402,1
20092424,5
20092431,1
20092472,12
20092476,5
20092480,3
20092481,1
20092486,4
20092491,4
20092492,4
20092493,6
20092501,1
20092502,1
20092503,3
20092504,3
20092506,1
20092515,10
20092516,1
20092526,2
20092527,1
20092528,2
20092529,2
20092538,2
20092540,4
20092543,2
20092550,2
20092603,2
20092889,1
20092900,3
20092935,2
20092943,12
20092945,5
20092951,1
20092970,2
20092982,4
20092984,4
20092987,2
20092990,6
20092991,2
20092995,2
20092997,2
20092998,1
20093005,2
20093009,2
20093013,1
20093013,3
20093023,4
20093028,2
20093029,4
20093030,1
20093031,2
20093035,4
20093061,1
20093062,1
20093063,1
20093064,1
20093065,4
20093076,2
20093077,2
20093086,1
20093092,1
20093093,1
20093132,8
20093146,8
20093156,4
20093158,12
20093160,6
20093164,2
20093170,2
20093176,1
20093183,1
20093190,1
20093200,2
20093202,1
20093208,1
20093228,5
20093233,3
20093239,1
20093241,4
20093242,1
20093250,4
20093257,3
20093257,14
20093266,2
20093279,5
20093281,3
20093733,2
20093735,1
20093737,3
20093746,4
20093761,4
20093766,1
20093786,1
20093807,2
20093823,2
20093849,1
20093872,2
20093886,2
20093903,1
20093913,2
20093914,2
20094314,2
20094732,1
20094750,1
20094762,8
20094764,2
20094782,1
20094797,2
20094800,1
20094801,1
20095171,25
20095177,13
20095178,5
20095181,2
20095191,4
20096016,4
20096044,3
20096120,1
20096347,1
20096362,1
20096421,1
20096584,1
20096696,6
20096833,4
20096908,2
20097010,1
20097072,1
20097101,7
20097391,1
20097470,2
20097501,1
20097510,1
20097529,1
20097647,1
20097695,3
20097699,1
20097704,3
20097822,3
20097823,3
20097824,3
20097847,1
20097848,1
20097924,1
20097925,1
20097970,7
20097975,1
20097976,1
20098045,5
20098047,34
20098084,2
20098097,16
20098157,1
20098191,1
20098205,3
20098224,1
20098240,1
20098247,1
20098281,1
20098294,1
20098306,10
20098313,2
20098317,1
20098318,2
20098319,2
20098333,1
20098339,1
20098346,3
20098360,5
20098361,1
20098361,6
20098386,2
20098398,6
20098400,81
20098406,10
20098407,8
20098408,2
20098410,1
20098419,2
20098424,1
20098439,4
20098441,16
20098444,1
20098448,7
20098455,3
20098455,1
20098461,1
20098469,4
20098478,1
20098480,5
20098500,3
20098512,1
20098539,1
20098540,1
20098541,1
20098542,1
20098543,1
20098544,1
20098546,1
20098552,1
20098566,1
20098568,2
20098580,1
20098583,1
20098587,1
20098588,3
20098589,3
20098593,1
20098607,1
20098609,1
20098612,2
20098613,1
20098616,7
20098623,56
20098623,7
20098625,1
20098627,6
20098628,16
20098639,1
20098640,1
20098649,1
20098655,1
20098655,10
20098673,18
20098675,2
20098676,4
20098698,8
20098744,1
20098753,2
20098762,3
20098763,3
20098765,1
20098766,4
20098774,4
20098775,4
20098785,3
20098788,2
20098794,1
20098795,2
20098803,2
20098812,2
20098821,2
20098832,1
20098833,1
20098834,1
20098835,1
20098836,1
20098837,1
20098838,1
20098839,1
20098840,1
20098841,1
20098842,1
20098843,1
20098845,1
20098848,3
20098851,1
20098853,2
20098880,2
20098884,1
20098890,1
20098892,7
20098898,1
20098901,2
20098910,1
20098933,3
20098936,2
20098950,2
20098953,1
20098954,4
20098955,2
20098962,2
20098963,2
20098964,3
20098973,3
20098986,3
20098987,4
20098989,202
20098993,2
20098994,2
20098996,4
20099018,2
20099019,1
20099040,1
20099041,1
20099044,2
20099055,3
20099055,3
20099055,11
20099057,1
20099063,3
20099064,2
20099073,2
20099083,1
20099084,1
20099085,3
20099158,1
20099201,1
20099226,4
20099329,1
20099330,1
20099341,1
20099342,1
20099463,1
20099464,1
20099622,2
20099724,1
20099754,1
20099755,2
20099756,1
20099775,1
20099812,1
20099892,1
20099893,1
20100006,1
20100037,1
20100046,3
20100102,1
20100110,2
20100111,1
20100112,1
20100113,2
20100126,10
20100127,4
20100213,3
20100218,2
20100231,2
20100251,1
20100281,1
20100282,1
20100291,1
20100298,1
20100323,1
20100338,2
20100422,1
20100448,1
20100450,1
20100451,1
20100471,3
20100475,1
20100480,1
20100482,1
20100511,1
20100525,1
20100528,1
20100657,3
20100702,1
20100703,1
20100704,1
20100707,1
20100728,1
20100757,1
20100761,1
20100762,2
20100763,2
20100764,2
20100770,4
20100775,1
20100780,2
20100780,18
20100786,1
20100802,10
20100832,2
20100835,22
20100836,22
20100837,22
20100838,2
20100840,6
20100841,4
20100854,2
20100855,3
20100857,1
20100896,1
20100897,1
20100897,9
20100897,1
20100900,2
20100902,2
20100903,15
20100903,2
20100905,1
20100909,1
20100910,2
20100912,1
20100920,16
20100921,1
20100925,3
20100926,1
20100927,1
20100928,1
20100928,1
20100929,2
20100931,1
20101014,2
20101024,1
20101074,1
20101076,4
20101077,1
20101079,4
20101084,1
20101092,1
20101109,2
20101134,2
20101134,5
20101173,1
20101178,3
20101190,8
20101205,2
20101234,2
20101238,2
20101246,2
20101284,1
20101337,1
20101339,1
20101404,4
20101413,5
20101419,8
20101501,1
20101504,1
20101537,4
20101543,1
20101548,2
20101551,13
20101552,46
20101560,2
20101579,4
20101597,2
20101610,2
20101626,1
20101627,1
20101630,1
20101631,1
20101633,1
20101639,1
20101643,4
20101704,1
20101705,1
20101723,21
20101729,3
20101743,10
20101772,2
20101778,2
20101799,1
20101804,1
20101805,3
20101820,2
20101830,1
20101840,2
20101865,1
20101866,4
20101875,1
20101887,4
20101887,6
20101887,4
20101907,1
20101909,7
20101914,2
20101917,4
20101919,2
20101922,1
20101933,1
20101939,13
20101940,3
20102018,2
20102028,1
20102034,3
20102046,1
20102048,1
20102049,1
20102050,1
20102051,1
20102053,1
20102055,2
20102059,1
20102064,7
20102067,3
20102083,2
20102084,1
20102085,1
20102086,1
20102115,2
20102135,2
20102143,2
20102147,4
20102151,2
20102167,2
20102168,2
20102174,2
20102178,1
20102199,1
20102200,1
20102301,4
20102307,2
20102309,1
20102318,1
20102323,1
20102339,4
20102349,1
20102363,2
20102371,1
20102391,7
20102392,7
20102393,2
20102405,4
20102415,1
20102417,4
20102437,4
20102442,4
20102443,1
20102462,1
20102487,1
20102524,1
20102525,1
20102531,2
20102557,1
20102560,2
20102561,5
20102564,1
20102574,2
20102575,2
20102581,4
20102588,3
20102593,2
20102600,2
20102609,1
20102617,2
20102618,1
20102652,4
20102663,1
20102664,1
20102665,1
20102672,1
20102674,2
20102676,2
20102677,1
20102678,2
20102686,1
20102689,1
20102695,2
20102699,3
20102714,2
20102716,2
20102728,2
20102732,1
20102737,4
20102739,2
20102751,1
20102755,1
20102765,1
20102875,20
20102900,2
20102900,6
20102902,2
20102903,1
20102904,1
20102911,2
20102912,2
20102913,2
20102914,2
20102919,1
20102934,1
20102944,2
20102945,2
20102957,3
20102959,2
20102960,3
20102961,3
20102964,2
20102966,1
20102967,2
20102970,3
20102974,2
20103104,1
20103172,1
20103183,1
20103185,1
20103186,1
20103191,1
20103201,1
20103202,1
20103204,1
20103206,1
20103215,2
20103246,1
20103281,1
20103299,2
20103301,2
20103302,8
20103311,1
20103314,1
20103318,37
20103326,1
20103327,2
20103328,1
20103329,1
20103332,1
20103333,1
20103356,2
20103357,2
20103407,10
20103410,6
20103415,1
20103425,1
20103512,2
20103523,1
20103568,2
20103616,2
20103617,1
20103621,5
20103622,1
20103623,4
20103625,4
20103664,2
20103668,2
20103710,2
20103711,2
20103723,2
20103743,1
20103761,1
20103761,3
20103832,1
20103834,2
20103835,1
20103856,2
20103883,6
20103894,6
20103895,5
20103902,2
20103939,2
20103947,2
20103957,2
20103967,2
20104022,6
20104039,29
20104040,5
20104047,4
20104048,29
20104052,2
20104059,1
20104083,2
20104098,11
20104101,10
20104168,1
20104168,1
20104168,23
20104178,1
20104178,7
20104183,1
20104185,1
20104187,8
20104202,1
